PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Full Text Link
11795522,Caloric restriction in primates and relevance to humans,"Roth GS, Ingram DK, Lane MA.",Ann N Y Acad Sci. 2001 Apr;928:305-15. doi: 10.1111/j.1749-6632.2001.tb05660.x.,Roth GS,Ann N Y Acad Sci,2001,25/01/02,,,10.1111/j.1749-6632.2001.tb05660.x,https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0077-8923&date=2001&volume=928&spage=305
24552274,Kalpaamruthaa ameliorates mitochondrial and metabolic alterations in diabetes mellitus induced cardiovascular damage,"Latha R, Shanthi P, Sachdanandam P.",J Diet Suppl. 2014 Dec;11(4):305-19. doi: 10.3109/19390211.2014.887599. Epub 2014 Feb 19.,Latha R,J Diet Suppl,2014,21/02/14,,,10.3109/19390211.2014.887599,https://www.tandfonline.com/doi/full/10.3109/19390211.2014.887599
34908791,"Patterns of concomitant use of Ayurveda and conventional anti-diabetic formulations - Experiences at a tertiary care Ayurveda hospital, India","Galib R, Dang P, Kumar V, Rana R, Yadav P, Prajapati PK.",Ayu. 2020 Apr-Jun;41(2):72-78. doi: 10.4103/ayu.AYU_81_20. Epub 2021 Oct 23.,Galib R,Ayu,2020,15/12/21,PMC8614209,,10.4103/ayu.AYU_81_20,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/34908791/
32148658,Catharanthus roseus Combined with Ursolic Acid Attenuates Streptozotocin-Induced Diabetes through Insulin Secretion and Glycogen Storage,"Alkreathy HM, Ahmad A.",Oxid Med Cell Longev. 2020 Feb 18;2020:8565760. doi: 10.1155/2020/8565760. eCollection 2020.,Alkreathy HM,Oxid Med Cell Longev,2020,10/03/20,PMC7049865,,10.1155/2020/8565760,https://doi.org/10.1155/2020/8565760
37952731,Gracilaria chorda subcritical water ameliorates hepatic lipid accumulation and regulates glucose homeostasis in a hepatic steatosis cell model and obese C57BL/6J mice,"Thakuri LS, Park CM, Kim HA, Kim HJ, Park JW, Park JC, Rhyu DY.",J Ethnopharmacol. 2024 Feb 10;320:117395. doi: 10.1016/j.jep.2023.117395. Epub 2023 Nov 11.,Thakuri LS,J Ethnopharmacol,2024,12/11/23,,,10.1016/j.jep.2023.117395,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(23)01265-5
34704321,Two decades of chronic kidney disease of unknown aetiology (CKDu) research: Existing evidence and persistent gaps from epidemiological studies in Sri Lanka,"Pett J, Mohamed F, Knight J, Linhart C, Osborne NJ, Taylor R.",Nephrology (Carlton). 2022 Mar;27(3):238-247. doi: 10.1111/nep.13989. Epub 2021 Nov 9.,Pett J,Nephrology (Carlton),2022,27/10/21,PMC9298898,,10.1111/nep.13989,https://doi.org/10.1111/nep.13989
39062953,Curcumin and Gut Microbiota: A Narrative Overview with Focus on Glycemic Control,"Servida S, Piontini A, Gori F, Tomaino L, Moroncini G, De Gennaro Colonna V, La Vecchia C, Vigna L.",Int J Mol Sci. 2024 Jul 14;25(14):7710. doi: 10.3390/ijms25147710.,Servida S,Int J Mol Sci,2024,27/07/24,PMC11277527,,10.3390/ijms25147710,https://www.mdpi.com/resolver?pii=ijms25147710
23030429,"Scientific validation of the antidiabetic effects of Syzygium jambolanum DC (black plum), a traditional medicinal plant of India","Baliga MS, Fernandes S, Thilakchand KR, D'souza P, Rao S.",J Altern Complement Med. 2013 Mar;19(3):191-7. doi: 10.1089/acm.2011.0752. Epub 2012 Oct 2.,Baliga MS,J Altern Complement Med,2013,04/10/12,,,10.1089/acm.2011.0752,https://www.liebertpub.com/doi/10.1089/acm.2011.0752?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
37751636,"Practice, prescription habits, experience and perception of Indian homeopathic practitioners in treatment of diabetes mellitus: An online observational study","Varanasi R, Srivastava A, Kumar Rt S, Bala R.",J Ayurveda Integr Med. 2023 Sep-Oct;14(5):100787. doi: 10.1016/j.jaim.2023.100787. Epub 2023 Sep 24.,Varanasi R,J Ayurveda Integr Med,2023,26/09/23,PMC10692382,,10.1016/j.jaim.2023.100787,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00103-1
37014456,Prefrontal oxygenation and working memory in patients with type 2 diabetes mellitus following integrated yoga: a randomized controlled trial,"Kaligal C, Kanthi A, Vidyashree M, Krishna D, Raghuram N, Hongasandra Ramarao N, Deepeshwar S.",Acta Diabetol. 2023 Jul;60(7):951-961. doi: 10.1007/s00592-023-02085-0. Epub 2023 Apr 4.,Kaligal C,Acta Diabetol,2023,04/04/23,,,10.1007/s00592-023-02085-0,https://dx.doi.org/10.1007/s00592-023-02085-0
31354193,Molecular docking analysis of candidate compoundsderived from medicinal plants with type 2 diabetes mellitus targets,"Singh P, Singh VK, Singh AK.",Bioinformation. 2019 Mar 15;15(3):179-188. doi: 10.6026/97320630015179. eCollection 2019.,Singh P,Bioinformation,2019,30/07/19,PMC6637395,,10.6026/97320630015179,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/31354193/
25336855,Meha 2014: a national seminar on diabetes mellitus,Tubaki BR.,J Ayurveda Integr Med. 2014 Jul;5(3):199-200.,Tubaki BR,J Ayurveda Integr Med,2014,23/10/14,PMC4204294,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/25336855/
19384331,Lead poisoning from an Ayurvedic herbal medicine in a patient with chronic kidney disease,"Prakash S, Hernandez GT, Dujaili I, Bhalla V.",Nat Rev Nephrol. 2009 May;5(5):297-300. doi: 10.1038/nrneph.2009.41.,Prakash S,Nat Rev Nephrol,2009,23/04/09,,,10.1038/nrneph.2009.41,https://doi.org/10.1038/nrneph.2009.41
37805896,CARDIAC REHABILITATION: IMPROVING OUTCOMES FOR PATIENTS WITH HEART DISEASE,"Chandra P, Vyas N, Patel M G, Malathi H, Radhika -, Kumar V.",Georgian Med News. 2023 Jul-Aug;(340-341):185-190.,Chandra P,Georgian Med News,2023,08/10/23,,,,No full text link found
33121423,Terminalia catappa Fruit Extract Reverses Streptozotocin-Induced Diabetic Retinopathy in Rats,"Behl T, Velpandian T, Kotwani A.",Endocr Metab Immune Disord Drug Targets. 2021;21(6):1053-1065. doi: 10.2174/1871530320666201029142113.,Behl T,Endocr Metab Immune Disord Drug Targets,2021,30/10/20,,,10.2174/1871530320666201029142113,https://www.eurekaselect.com/187366/article
34976365,Association of Telomere Length and Serum Vitamin D Levels with Type 2 Diabetes Mellitus and its Related Complications: A Possible Future Perspective,"Akash C, Prabhu M, Maldar A, Akash P, Mishra S, Madhura TK, Kumar S, Patil RS, Piplani S, Smitha KS.",Genome Integr. 2021 Nov 18;12:2. doi: 10.4103/genint.genint_3_21. eCollection 2021.,Akash C,Genome Integr,2021,03/01/22,PMC8656310,,10.4103/genint.genint_3_21,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/34976365/
29200750,A comparative study of Shilajatu and Asanadi Ghana Vati in the management of Madhumeha w.s.r. to type-2 diabetes mellitus,"Gupta V, Keshari BB, Tiwari SK, Murthy KHHVSSN.",Ayu. 2016 Apr-Jun;37(2):120-124. doi: 10.4103/ayu.AYU_211_15.,Gupta V,Ayu,2016,05/12/17,PMC5688834,,10.4103/ayu.AYU_211_15,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2016;volume=37;issue=2;spage=120;epage=124;aulast=Gupta
30033432,Mini-Review- A mini-review of therapeutic potential of Mangifera indica L,"Batool N, Ilyas N, Shabir S, Saeed M, Mazhar R.",Pak J Pharm Sci. 2018 Jul;31(4):1441-1448.,Batool N,Pak J Pharm Sci,2018,24/07/18,,,,No full text link found
17109581,National patterns and correlates of complementary and alternative medicine use in adults with diabetes,"Garrow D, Egede LE.",J Altern Complement Med. 2006 Nov;12(9):895-902. doi: 10.1089/acm.2006.12.895.,Garrow D,J Altern Complement Med,2006,18/11/06,,,10.1089/acm.2006.12.895,https://www.liebertpub.com/doi/10.1089/acm.2006.12.895?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
39262659,Molecular study of the KCNJ11 gene and its correlation with Prakriti to preventing and managing type 2 diabetes,"Singh S, Gehlot S, Agrawal NK, Singh G, Singh D, Kaur P, Singh SK, Singh R.",J Tradit Complement Med. 2024 Jan 11;14(5):494-500. doi: 10.1016/j.jtcme.2024.01.004. eCollection 2024 Sep.,Singh S,J Tradit Complement Med,2024,12/09/24,PMC11384949,,10.1016/j.jtcme.2024.01.004,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/39262659/
27053640,Journal article questions the use of ayurvedic therapies for diabetes,Travasso C.,BMJ. 2016 Apr 6;353:i1990. doi: 10.1136/bmj.i1990.,Travasso C,BMJ,2016,08/04/16,,,10.1136/bmj.i1990,https://www.bmj.com/lookup/pmidlookup?view=long&pmid=27053640
23125512,"Association of constitutional type of Ayurveda with cardiovascular risk factors, inflammatory markers and insulin resistance","Mahalle NP, Kulkarni MV, Pendse NM, Naik SS.",J Ayurveda Integr Med. 2012 Jul;3(3):150-7. doi: 10.4103/0975-9476.100186.,Mahalle NP,J Ayurveda Integr Med,2012,06/11/12,PMC3487241,,10.4103/0975-9476.100186,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/23125512/
34192600,Caesalpinia bonduc (L.) Roxb. as a promising source of pharmacological compounds to treat Poly Cystic Ovary Syndrome (PCOS): A review,"Kandasamy V, Balasundaram U.",J Ethnopharmacol. 2021 Oct 28;279:114375. doi: 10.1016/j.jep.2021.114375. Epub 2021 Jun 27.,Kandasamy V,J Ethnopharmacol,2021,30/06/21,,,10.1016/j.jep.2021.114375,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(21)00604-8
12611558,Therapeutic applications of fenugreek,"Basch E, Ulbricht C, Kuo G, Szapary P, Smith M.",Altern Med Rev. 2003 Feb;8(1):20-7.,Basch E,Altern Med Rev,2003,04/03/03,,,,No full text link found
12605343,Aspirin and diabetes: inhibition of amylin aggregation by nonsteroidal anti-inflammatory drugs,"Thomas T, Nadackal GT, Thomas K.",Exp Clin Endocrinol Diabetes. 2003 Feb;111(1):8-11. doi: 10.1055/s-2003-37493.,Thomas T,Exp Clin Endocrinol Diabetes,2003,28/02/03,,,10.1055/s-2003-37493,https://www.thieme-connect.com/DOI/DOI?10.1055/s-2003-37493
31737917,Inhibition of GLUT2 transporter by geraniol from Cymbopogon martinii: a novel treatment for diabetes mellitus in streptozotocin-induced diabetic rats,"Kamble SP, Ghadyale VA, Patil RS, Haldavnekar VS, Arvindekar AU.",J Pharm Pharmacol. 2020 Feb;72(2):294-304. doi: 10.1111/jphp.13194. Epub 2019 Nov 18.,Kamble SP,J Pharm Pharmacol,2020,19/11/19,,,10.1111/jphp.13194,https://academic.oup.com/jpp/article-lookup/doi/10.1111/jphp.13194
28572825,Antidiabetic Compounds in Syzygium cumini Decoction and Ready to Serve Herbal Drink,"Perera PRD, Ekanayake S, Ranaweera KKDS.",Evid Based Complement Alternat Med. 2017;2017:1083589. doi: 10.1155/2017/1083589. Epub 2017 May 9.,Perera PRD,Evid Based Complement Alternat Med,2017,03/06/17,PMC5440793,,10.1155/2017/1083589,https://doi.org/10.1155/2017/1083589
38393580,A Dual Therapeutic Approach to Diabetes Mellitus via Bioactive Phytochemicals Found in a Poly Herbal Extract by Restoration of Favorable Gut Flora and Related Short-Chain Fatty Acids,"Singh AK, Kumar P, Mishra SK, Rajput VD, Tiwari KN, Singh AK, Minkina T, Pandey AK, Upadhyay P.",Appl Biochem Biotechnol. 2024 Feb 23. doi: 10.1007/s12010-024-04879-6. Online ahead of print.,Singh AK,Appl Biochem Biotechnol,2024,23/02/24,,,10.1007/s12010-024-04879-6,https://dx.doi.org/10.1007/s12010-024-04879-6
21649521,"Ayurvedic concept of obesity, metabolic syndrome, and diabetes mellitus","Sharma H, Chandola HM.",J Altern Complement Med. 2011 Jun;17(6):549-52. doi: 10.1089/acm.2010.0690.,Sharma H,J Altern Complement Med,2011,09/06/11,,,10.1089/acm.2010.0690,https://www.liebertpub.com/doi/10.1089/acm.2010.0690?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
10748962,Traditional Indian systems of medicine,"Lodha R, Bagga A.",Ann Acad Med Singap. 2000 Jan;29(1):37-41.,Lodha R,Ann Acad Med Singap,2000,05/04/00,,,,No full text link found
10971882,Improvements in chronic diseases with a comprehensive natural medicine approach: a review and case series,"Nader T, Rothenberg S, Averbach R, Charles B, Fields JZ, Schneider RH.",Behav Med. 2000 Spring;26(1):34-46. doi: 10.1080/08964280009595751.,Nader T,Behav Med,2000,06/09/00,PMC2408890,NIHMS38934,10.1080/08964280009595751,https://www.tandfonline.com/doi/full/10.1080/08964280009595751
35378127,"Design, synthesis, and biological evaluation of a small molecule oral agonist of the glucagon-like-peptide-1 receptor","Girdhar K, Thakur S, Gaur P, Choubey A, Dogra S, Dehury B, Kumar S, Biswas B, Dwivedi DK, Ghosh S, Mondal P.",J Biol Chem. 2022 May;298(5):101889. doi: 10.1016/j.jbc.2022.101889. Epub 2022 Apr 2.,Girdhar K,J Biol Chem,2022,04/04/22,PMC9095748,,10.1016/j.jbc.2022.101889,https://linkinghub.elsevier.com/retrieve/pii/S0021-9258(22)00329-5
18095947,Pomegranate flower: a unique traditional antidiabetic medicine with dual PPAR-alpha/-gamma activator properties,"Li Y, Qi Y, Huang TH, Yamahara J, Roufogalis BD.",Diabetes Obes Metab. 2008 Jan;10(1):10-7. doi: 10.1111/j.1463-1326.2007.00708.x.,Li Y,Diabetes Obes Metab,2008,22/12/07,,,10.1111/j.1463-1326.2007.00708.x,https://doi.org/10.1111/j.1463-1326.2007.00708.x
29456958,Etiology of Noise-Induced Hearing Loss (NIHL) and its Symptomatic Correlation with Audiometry Observations in Type II Diabetes,"Yadav MK, Yadav KS.",Indian J Otolaryngol Head Neck Surg. 2018 Mar;70(1):137-144. doi: 10.1007/s12070-017-1188-0. Epub 2017 Sep 6.,Yadav MK,Indian J Otolaryngol Head Neck Surg,2018,20/02/18,PMC5807289,,10.1007/s12070-017-1188-0,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/29456958/
26195901,Clinical assessment of dietary interventions and lifestyle modifications in Madhumeha (type- 2 Diabetes Mellitus),"Gupta A, Agarwal NK, Byadgi PS.",Ayu. 2014 Oct-Dec;35(4):391-7. doi: 10.4103/0974-8520.158997.,Gupta A,Ayu,2014,22/07/15,PMC4492023,,10.4103/0974-8520.158997,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2014;volume=35;issue=4;spage=391;epage=397;aulast=Gupta
30968350,Ethnomedicinal Investigation of Medicinal Plants of Chakrata Region (Uttarakhand) Used in the Traditional Medicine for Diabetes by Jaunsari Tribe,"Kumar A, Aswal S, Chauhan A, Semwal RB, Kumar A, Semwal DK.",Nat Prod Bioprospect. 2019 Jun;9(3):175-200. doi: 10.1007/s13659-019-0202-5. Epub 2019 Apr 9.,Kumar A,Nat Prod Bioprospect,2019,11/04/19,PMC6538708,,10.1007/s13659-019-0202-5,https://doi.org/10.1007/s13659-019-0202-5
35475098,Ashwagandha as a Unique Cause of Thyrotoxicosis Presenting With Supraventricular Tachycardia,"Kamal HI, Patel K, Brdak A, Heffernan J, Ahmad N.",Cureus. 2022 Mar 25;14(3):e23494. doi: 10.7759/cureus.23494. eCollection 2022 Mar.,Kamal HI,Cureus,2022,27/04/22,PMC9035336,,10.7759/cureus.23494,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/35475098/
33755860,Evaluation of Na and K in anti-diabetic ayurvedic medicine using LIBS,"Kumari R, Kumar R, Rai A, Rai AK.",Lasers Med Sci. 2022 Feb;37(1):513-522. doi: 10.1007/s10103-021-03289-y. Epub 2021 Mar 23.,Kumari R,Lasers Med Sci,2022,23/03/21,,,10.1007/s10103-021-03289-y,https://dx.doi.org/10.1007/s10103-021-03289-y
15900084,Antidiabetic effect of Scoparia dulcis: effect on lipid peroxidation in streptozotocin diabetes,"Pari L, Latha M.",Gen Physiol Biophys. 2005 Mar;24(1):13-26.,Pari L,Gen Physiol Biophys,2005,19/05/05,,,,http://www.gpb.sav.sk/2005_01_13.pdf
37485883,On the earliest descriptions of the uremic syndrome in medical literature,Ganguli A.,Clin Nephrol. 2023 Sep;100(3):132-137. doi: 10.5414/CN111149.,Ganguli A,Clin Nephrol,2023,24/07/23,,,10.5414/CN111149,https://www.dustri.com/nc/journals-in-english?artId=190497
33153880,Amelioration of Diabetes mellitus by modulation of GLP-1 via targeting alpha-glucosidase using Acacia tortilis polysaccharide in Streptozotocin-Nicotinamide induced diabetes in rats,"Bhateja PK, Kajal A, Singh R.",J Ayurveda Integr Med. 2020 Oct-Dec;11(4):405-413. doi: 10.1016/j.jaim.2019.06.003. Epub 2020 Nov 2.,Bhateja PK,J Ayurveda Integr Med,2020,06/11/20,PMC7772488,,10.1016/j.jaim.2019.06.003,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(18)30686-7
27890700,Biochanin-A attenuates neuropathic pain in diabetic rats,"Chundi V, Challa SR, Garikapati DR, Juvva G, Jampani A, Pinnamaneni SH, Venigalla S.",J Ayurveda Integr Med. 2016 Oct-Dec;7(4):231-237. doi: 10.1016/j.jaim.2016.08.001. Epub 2016 Nov 25.,Chundi V,J Ayurveda Integr Med,2016,29/11/16,PMC5192256,,10.1016/j.jaim.2016.08.001,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(16)30124-3
23559795,Clinical efficacy of Shankhapushpi and a herbo-mineral compound in type-II diabetes,"Patel DV, Chandola H, Baghel MS, Joshi JR.",Ayu. 2012 Apr;33(2):230-7. doi: 10.4103/0974-8520.105243.,Patel DV,Ayu,2012,06/04/13,PMC3611639,,10.4103/0974-8520.105243,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2012;volume=33;issue=2;spage=230;epage=237;aulast=Patel;type=2
35668153,In vitro differentiation of human pancreatic duct-derived PANC-1 cells into β-cell phenotype using Tinospora cordifolia,"Damame H, Rooge S, Patil R, Garad C, Arvindekar A.",In Vitro Cell Dev Biol Anim. 2022 May;58(5):376-383. doi: 10.1007/s11626-022-00690-x. Epub 2022 Jun 6.,Damame H,In Vitro Cell Dev Biol Anim,2022,06/06/22,,,10.1007/s11626-022-00690-x,https://dx.doi.org/10.1007/s11626-022-00690-x
4567426,Diabetes through the ages: a salute to insulin,Schneider T.,S Afr Med J. 1972 Sep 23;46(38):1394-400.,Schneider T,S Afr Med J,1972,23/09/72,,,,No full text link found
10404427,Antioxidant activity of Tinospora cordifolia roots in experimental diabetes,"Prince PS, Menon VP.",J Ethnopharmacol. 1999 Jun;65(3):277-81. doi: 10.1016/s0378-8741(98)00164-0.,Prince PS,J Ethnopharmacol,1999,15/07/99,,,10.1016/s0378-8741(98)00164-0,https://linkinghub.elsevier.com/retrieve/pii/S0378874198001640
35395592,Pressure wrist pulse signal analysis by sparse decomposition using improved Gabor function,"Jiang Z, Guo C, Zhang D.",Comput Methods Programs Biomed. 2022 Jun;219:106766. doi: 10.1016/j.cmpb.2022.106766. Epub 2022 Mar 26.,Jiang Z,Comput Methods Programs Biomed,2022,08/04/22,,,10.1016/j.cmpb.2022.106766,https://linkinghub.elsevier.com/retrieve/pii/S0169-2607(22)00152-3
23723672,Clinical efficacy of Gokshura-Punarnava Basti in the management of microalbuminuria in diabetes mellitus,"Ramteke RS, Thakar AB, Trivedi AH, Patil PD.",Ayu. 2012 Oct;33(4):537-41. doi: 10.4103/0974-8520.110535.,Ramteke RS,Ayu,2012,01/06/13,PMC3665195,,10.4103/0974-8520.110535,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2012;volume=33;issue=4;spage=537;epage=541;aulast=Ramteke;type=2
35309621,Multimodal ayurvedic approach in the management of moderate SARS-COV2 infection with co-morbidities - A case report,"Mythri HS, Mahto RR.",J Family Med Prim Care. 2022 Jan;11(1):344-349. doi: 10.4103/jfmpc.jfmpc_495_21. Epub 2022 Jan 31.,Mythri HS,J Family Med Prim Care,2022,21/03/22,PMC8930101,,10.4103/jfmpc.jfmpc_495_21,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/35309621/
26649230,The availability and validity of safety information of over the counter herbal products for use in diabetes in Sri Lanka: A cross sectional study,"Medagama AB, Widanapahirana H, Prasanga T.",J Intercult Ethnopharmacol. 2015 Oct-Dec;4(4):264-9. doi: 10.5455/jice.20151104093108. Epub 2015 Nov 8.,Medagama AB,J Intercult Ethnopharmacol,2015,10/12/15,PMC4665020,,10.5455/jice.20151104093108,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/26649230/
36295849,Heartwood Extract of Pterocarpus marsupium Roxb. Offers Defense against Oxyradicals and Improves Glucose Uptake in HepG2 Cells,"Dar MI, Rafat S, Dev K, Abass S, Khan MU, Abualsunun WA, Murshid SS, Ahmad S, Qureshi MI.",Metabolites. 2022 Oct 5;12(10):947. doi: 10.3390/metabo12100947.,Dar MI,Metabolites,2022,27/10/22,PMC9607431,,10.3390/metabo12100947,https://www.mdpi.com/resolver?pii=metabo12100947
25498854,Assessment of anti-diabetic activity of an ethnopharmacological plant Nerium oleander through alloxan induced diabetes in mice,"Dey P, Saha MR, Chowdhuri SR, Sen A, Sarkar MP, Haldar B, Chaudhuri TK.",J Ethnopharmacol. 2015 Feb 23;161:128-37. doi: 10.1016/j.jep.2014.12.012. Epub 2014 Dec 12.,Dey P,J Ethnopharmacol,2015,16/12/14,,,10.1016/j.jep.2014.12.012,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(14)00883-6
17017752,Randomized trial of a whole-system ayurvedic protocol for type 2 diabetes,"Elder C, Aickin M, Bauer V, Cairns J, Vuckovic N.",Altern Ther Health Med. 2006 Sep-Oct;12(5):24-30.,Elder C,Altern Ther Health Med,2006,05/10/06,,,,No full text link found
36861246,Explore the therapeutic potential and bioevaluation of giloy leaves (Tinospora cordifolia) powder for the management of type 2 diabetes,"Ghafoor A, Ehtasham M, Fatima T, Ameen A, Afroz N, Mehmood A, Shabbir R, Hassan A.",Pak J Pharm Sci. 2022 Nov;35(6(Special)):1799-1803.,Ghafoor A,Pak J Pharm Sci,2022,02/03/23,,,,No full text link found
29606113,"MD-1, a poly herbal formulation indicated in diabetes mellitus ameliorates glucose uptake and inhibits adipogenesis - an in vitro study","Telapolu S, Kalachavedu M, Punnoose AM, Bilikere D.",BMC Complement Altern Med. 2018 Apr 2;18(1):113. doi: 10.1186/s12906-018-2177-x.,Telapolu S,BMC Complement Altern Med,2018,03/04/18,PMC5879540,,10.1186/s12906-018-2177-x,https://bmccomplementalternmed.biomedcentral.com/articles/10.1186/s12906-018-2177-x
37847964,"Acute and sub-chronic toxicity of Liberin, an anti-diabetic polyherbal formulation in rats","Suvarna R, Suryakanth VB, Bakthavatchalam P, Kalthur G, Nayak M D, Prabhu MM, Hadapad BS, Shenoy RP.",J Ayurveda Integr Med. 2023 Nov-Dec;14(6):100804. doi: 10.1016/j.jaim.2023.100804. Epub 2023 Oct 15.,Suvarna R,J Ayurveda Integr Med,2023,17/10/23,PMC10585375,,10.1016/j.jaim.2023.100804,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00120-1
24976431,"Short-term effect of G-400, polyherbal formulation in the management of hyperglycemia and hyperlipidemia conditions in patients with type 2 diabetes mellitus","Kurian GA, Manjusha V, Nair SS, Varghese T, Padikkala J.",Nutrition. 2014 Oct;30(10):1158-64. doi: 10.1016/j.nut.2014.02.026. Epub 2014 Mar 14.,Kurian GA,Nutrition,2014,01/07/14,,,10.1016/j.nut.2014.02.026,https://linkinghub.elsevier.com/retrieve/pii/S0899-9007(14)00132-4
16387689,Curcumin: getting back to the roots,"Shishodia S, Sethi G, Aggarwal BB.",Ann N Y Acad Sci. 2005 Nov;1056:206-17. doi: 10.1196/annals.1352.010.,Shishodia S,Ann N Y Acad Sci,2005,03/01/06,,,10.1196/annals.1352.010,https://doi.org/10.1196/annals.1352.010
27290783,Finding the Mind-body Connection,Stevelos J.,Diabetes Self Manag. 2016 May-Jun;33(3):92-5.,Stevelos J,Diabetes Self Manag,2016,14/06/16,,,,No full text link found
12487757,Effect of Phaseolus vulgaris on circulatory antioxidants and lipids in rats with streptozotocin-induced diabetes,"Venkateswaran S, Pari L, Saravanan G.",J Med Food. 2002 Summer;5(2):97-103. doi: 10.1089/109662002760178186.,Venkateswaran S,J Med Food,2002,19/12/02,,,10.1089/109662002760178186,https://www.liebertpub.com/doi/10.1089/109662002760178186?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
26275648,Effects of a standardized Ayurvedic formulation on diabetes control in newly diagnosed Type-2 diabetics; a randomized active controlled clinical study,"Awasthi H, Nath R, Usman K, Mani D, Khattri S, Nischal A, Singh M, Sawlani KK.",Complement Ther Med. 2015 Aug;23(4):555-61. doi: 10.1016/j.ctim.2015.06.005. Epub 2015 Jun 9.,Awasthi H,Complement Ther Med,2015,16/08/15,,,10.1016/j.ctim.2015.06.005,https://linkinghub.elsevier.com/retrieve/pii/S0965-2299(15)00096-5
12882881,Modulation of oxidative and antioxidative status in diabetes by asphaltum panjabinum,"Saxena N, Dwivedi UN, Singh RK, Kumar A, Saxena C, Saxena RC, Saxena M.",Diabetes Care. 2003 Aug;26(8):2469-70. doi: 10.2337/diacare.26.8.2469-a.,Saxena N,Diabetes Care,2003,29/07/03,,,10.2337/diacare.26.8.2469-a,https://diabetesjournals.org/care/article-lookup/doi/10.2337/diacare.26.8.2469-a
21437079,Effect of Holostemma annularis on the progression of diabetes induced by a high fructose diet in rats and in diabetic C57BL/6J ob/ob mice,"Reddy D, Muchandi I, Srinivasa R, Pradeep H, Ravikumar K, Rao M, Ibrahim M.",Diabetes Metab Syndr Obes. 2010 Apr 26;3:87-94.,Reddy D,Diabetes Metab Syndr Obes,2010,26/03/11,PMC3047978,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/21437079/
9367667,Action of capparis decidua against alloxan-induced oxidative stress and diabetes in rat tissues,"Yadav P, Sarkar S, Bhatnagar D.",Pharmacol Res. 1997 Sep;36(3):221-8. doi: 10.1006/phrs.1997.0222.,Yadav P,Pharmacol Res,1997,07/02/98,,,10.1006/phrs.1997.0222,https://linkinghub.elsevier.com/retrieve/pii/S1043-6618(97)90222-X
37678108,Integrative management of diabetic foot ulcers - A case series,"Shindhe PS, Kale AP, Killedar RS.",J Ayurveda Integr Med. 2023 Sep-Oct;14(5):100770. doi: 10.1016/j.jaim.2023.100770. Epub 2023 Sep 6.,Shindhe PS,J Ayurveda Integr Med,2023,07/09/23,PMC10692380,,10.1016/j.jaim.2023.100770,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00086-4
28592135,"Low-Pressure, Low-Flow Voiding Dysfunction in an Elderly Male Treated Through Ayurveda: A Case Report",Rastogi S.,J Evid Based Complementary Altern Med. 2017 Oct;22(4):846-850. doi: 10.1177/2156587217712764. Epub 2017 Jun 7.,Rastogi S,J Evid Based Complementary Altern Med,2017,09/06/17,PMC5871289,,10.1177/2156587217712764,https://journals.sagepub.com/doi/abs/10.1177/2156587217712764?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
24838513,Salacia reticulata has therapeutic effects on obesity,"Shimada T, Nakayama Y, Harasawa Y, Matsui H, Kobayashi H, Sai Y, Miyamoto K, Tomatsu S, Aburada M.",J Nat Med. 2014 Oct;68(4):668-76. doi: 10.1007/s11418-014-0845-9. Epub 2014 May 18.,Shimada T,J Nat Med,2014,20/05/14,,,10.1007/s11418-014-0845-9,https://dx.doi.org/10.1007/s11418-014-0845-9
